jaccard_mean,jaccard_median,spearman_mean,spearman_median,dominant_feature_freq_mean,dominant_feature_freq_min
0.7725466651575026,0.8181818181818182,0.9421240896881745,0.9610146668371398,0.9285714285714286,0.5333333333333333
