jaccard_mean,jaccard_median,spearman_mean,spearman_median,dominant_feature_freq_mean,dominant_feature_freq_min
0.7712853102015664,0.8181818181818182,0.9421891673782341,0.9622467028363231,0.9285714285714286,0.5333333333333333
