semantic_class,target,seed,n_test_pos_used,top10_features,dominant_feature
DoS,BoT,43,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;SHORTEST_FLOW_PKT;TCP_WIN_MAX_OUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,44,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;SHORTEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,45,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;NUM_PKTS_128_TO_256_BYTES;DURATION_IN;FLOW_DURATION_MILLISECONDS;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;SRC_TO_DST_AVG_THROUGHPUT;TCP_WIN_MAX_OUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,46,3000,NUM_PKTS_UP_TO_128_BYTES;L4_SRC_PORT;IN_BYTES;DURATION_IN;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;SHORTEST_FLOW_PKT;TCP_WIN_MAX_OUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,47,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;L4_SRC_PORT;NUM_PKTS_128_TO_256_BYTES;FLOW_DURATION_MILLISECONDS;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;TCP_WIN_MAX_OUT;SHORTEST_FLOW_PKT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,48,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;FLOW_DURATION_MILLISECONDS;L4_SRC_PORT;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;SHORTEST_FLOW_PKT;SERVER_TCP_FLAGS;TCP_WIN_MAX_IN,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,49,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;NUM_PKTS_128_TO_256_BYTES;FLOW_DURATION_MILLISECONDS;SRC_TO_DST_SECOND_BYTES;SRC_TO_DST_AVG_THROUGHPUT;TCP_WIN_MAX_IN;TCP_WIN_MAX_OUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,50,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;L4_SRC_PORT;NUM_PKTS_128_TO_256_BYTES;FLOW_DURATION_MILLISECONDS;SRC_TO_DST_SECOND_BYTES;SHORTEST_FLOW_PKT;TCP_WIN_MAX_IN;TCP_WIN_MAX_OUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,51,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;SHORTEST_FLOW_PKT;TCP_WIN_MAX_IN;SRC_TO_DST_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,52,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;NUM_PKTS_128_TO_256_BYTES;DURATION_IN;L4_SRC_PORT;FLOW_DURATION_MILLISECONDS;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;TCP_WIN_MAX_OUT;SRC_TO_DST_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,53,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;L4_SRC_PORT;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;SHORTEST_FLOW_PKT;SERVER_TCP_FLAGS,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,54,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;FLOW_DURATION_MILLISECONDS;L4_SRC_PORT;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;SHORTEST_FLOW_PKT;TCP_WIN_MAX_IN;SRC_TO_DST_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,55,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;L4_SRC_PORT;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;SHORTEST_FLOW_PKT;TCP_WIN_MAX_IN;SRC_TO_DST_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,56,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;L4_SRC_PORT;FLOW_DURATION_MILLISECONDS;SRC_TO_DST_SECOND_BYTES;NUM_PKTS_128_TO_256_BYTES;TCP_WIN_MAX_IN;SHORTEST_FLOW_PKT;TCP_WIN_MAX_OUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,57,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_OUT;TCP_WIN_MAX_IN;SHORTEST_FLOW_PKT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,58,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;FLOW_DURATION_MILLISECONDS;L4_SRC_PORT;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;SRC_TO_DST_AVG_THROUGHPUT;TCP_WIN_MAX_OUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,59,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_OUT;TCP_WIN_MAX_IN;SERVER_TCP_FLAGS,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,60,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;CLIENT_TCP_FLAGS;SRC_TO_DST_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,61,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;L4_SRC_PORT;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;TCP_WIN_MAX_OUT;SHORTEST_FLOW_PKT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,62,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;L4_SRC_PORT;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;TCP_WIN_MAX_OUT;SERVER_TCP_FLAGS,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,63,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;NUM_PKTS_128_TO_256_BYTES;FLOW_DURATION_MILLISECONDS;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;SHORTEST_FLOW_PKT;SERVER_TCP_FLAGS,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,64,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;FLOW_DURATION_MILLISECONDS;L4_SRC_PORT;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;LONGEST_FLOW_PKT;TCP_WIN_MAX_IN;SRC_TO_DST_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,65,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;NUM_PKTS_128_TO_256_BYTES;FLOW_DURATION_MILLISECONDS;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;TCP_WIN_MAX_OUT;SHORTEST_FLOW_PKT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,66,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;SHORTEST_FLOW_PKT;TCP_WIN_MAX_IN;SERVER_TCP_FLAGS,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,67,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;NUM_PKTS_128_TO_256_BYTES;FLOW_DURATION_MILLISECONDS;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;CLIENT_TCP_FLAGS;TCP_WIN_MAX_OUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,68,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;NUM_PKTS_128_TO_256_BYTES;DURATION_IN;FLOW_DURATION_MILLISECONDS;SRC_TO_DST_SECOND_BYTES;SHORTEST_FLOW_PKT;TCP_WIN_MAX_IN;CLIENT_TCP_FLAGS,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,69,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;L4_SRC_PORT;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;LONGEST_FLOW_PKT;TCP_WIN_MAX_IN;SHORTEST_FLOW_PKT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,70,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;L4_SRC_PORT;DURATION_IN;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;SHORTEST_FLOW_PKT;TCP_WIN_MAX_IN;TCP_WIN_MAX_OUT,NUM_PKTS_UP_TO_128_BYTES
DoS,BoT,71,3000,NUM_PKTS_UP_TO_128_BYTES;IN_BYTES;DURATION_IN;L4_SRC_PORT;FLOW_DURATION_MILLISECONDS;NUM_PKTS_128_TO_256_BYTES;SRC_TO_DST_SECOND_BYTES;TCP_WIN_MAX_IN;SERVER_TCP_FLAGS;TCP_WIN_MAX_OUT,NUM_PKTS_UP_TO_128_BYTES
Reconnaissance,UNSW,42,2556,MIN_TTL;L4_DST_PORT;MAX_TTL;MIN_IP_PKT_LEN;L4_SRC_PORT;LONGEST_FLOW_PKT;NUM_PKTS_UP_TO_128_BYTES;SRC_TO_DST_SECOND_BYTES;SHORTEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT,MIN_TTL
Reconnaissance,UNSW,43,2556,MIN_TTL;L4_DST_PORT;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;L7_PROTO;LONGEST_FLOW_PKT;SHORTEST_FLOW_PKT;SRC_TO_DST_SECOND_BYTES;OUT_PKTS,MIN_TTL
Reconnaissance,UNSW,44,2556,L4_DST_PORT;MIN_TTL;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;SHORTEST_FLOW_PKT;LONGEST_FLOW_PKT;SRC_TO_DST_SECOND_BYTES;ICMP_IPV4_TYPE;NUM_PKTS_UP_TO_128_BYTES,L4_DST_PORT
Reconnaissance,UNSW,45,2556,MIN_TTL;L4_DST_PORT;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;LONGEST_FLOW_PKT;SHORTEST_FLOW_PKT;L7_PROTO;ICMP_IPV4_TYPE;SRC_TO_DST_SECOND_BYTES,MIN_TTL
Reconnaissance,UNSW,46,2556,L4_DST_PORT;MIN_TTL;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;LONGEST_FLOW_PKT;SHORTEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;ICMP_TYPE;L7_PROTO,L4_DST_PORT
Reconnaissance,UNSW,47,2556,MIN_TTL;L4_DST_PORT;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;LONGEST_FLOW_PKT;SRC_TO_DST_SECOND_BYTES;IN_BYTES;SRC_TO_DST_AVG_THROUGHPUT;SHORTEST_FLOW_PKT,MIN_TTL
Reconnaissance,UNSW,48,2556,L4_DST_PORT;MIN_TTL;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;LONGEST_FLOW_PKT;L7_PROTO;SRC_TO_DST_AVG_THROUGHPUT;IN_BYTES;ICMP_IPV4_TYPE,L4_DST_PORT
Reconnaissance,UNSW,49,2556,L4_DST_PORT;MIN_TTL;MAX_TTL;MIN_IP_PKT_LEN;L4_SRC_PORT;IN_BYTES;SHORTEST_FLOW_PKT;LONGEST_FLOW_PKT;ICMP_IPV4_TYPE;NUM_PKTS_UP_TO_128_BYTES,L4_DST_PORT
Reconnaissance,UNSW,50,2556,L4_DST_PORT;MIN_TTL;MIN_IP_PKT_LEN;MAX_TTL;LONGEST_FLOW_PKT;SHORTEST_FLOW_PKT;L4_SRC_PORT;L7_PROTO;SRC_TO_DST_SECOND_BYTES;SRC_TO_DST_AVG_THROUGHPUT,L4_DST_PORT
Reconnaissance,UNSW,51,2556,MIN_TTL;L4_DST_PORT;MIN_IP_PKT_LEN;MAX_TTL;LONGEST_FLOW_PKT;L4_SRC_PORT;SHORTEST_FLOW_PKT;NUM_PKTS_UP_TO_128_BYTES;L7_PROTO;IN_BYTES,MIN_TTL
Reconnaissance,UNSW,52,2556,L4_DST_PORT;MIN_TTL;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;LONGEST_FLOW_PKT;ICMP_TYPE;SHORTEST_FLOW_PKT;IN_BYTES;NUM_PKTS_UP_TO_128_BYTES,L4_DST_PORT
Reconnaissance,UNSW,53,2556,L4_DST_PORT;MIN_TTL;MAX_TTL;MIN_IP_PKT_LEN;L4_SRC_PORT;LONGEST_FLOW_PKT;SRC_TO_DST_SECOND_BYTES;ICMP_IPV4_TYPE;SHORTEST_FLOW_PKT;L7_PROTO,L4_DST_PORT
Reconnaissance,UNSW,54,2556,MIN_TTL;L4_DST_PORT;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;L7_PROTO;SHORTEST_FLOW_PKT;ICMP_IPV4_TYPE;SRC_TO_DST_AVG_THROUGHPUT;LONGEST_FLOW_PKT,MIN_TTL
Reconnaissance,UNSW,55,2556,L4_DST_PORT;MIN_TTL;MAX_TTL;MIN_IP_PKT_LEN;L4_SRC_PORT;SRC_TO_DST_SECOND_BYTES;LONGEST_FLOW_PKT;SHORTEST_FLOW_PKT;ICMP_IPV4_TYPE;TCP_FLAGS,L4_DST_PORT
Reconnaissance,UNSW,56,2556,L4_DST_PORT;MIN_TTL;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;SHORTEST_FLOW_PKT;LONGEST_FLOW_PKT;IN_BYTES;ICMP_TYPE;NUM_PKTS_UP_TO_128_BYTES,L4_DST_PORT
Reconnaissance,UNSW,57,2556,MIN_TTL;L4_DST_PORT;MAX_TTL;MIN_IP_PKT_LEN;LONGEST_FLOW_PKT;L4_SRC_PORT;SHORTEST_FLOW_PKT;L7_PROTO;IN_BYTES;SRC_TO_DST_AVG_THROUGHPUT,MIN_TTL
Reconnaissance,UNSW,58,2556,MIN_TTL;L4_DST_PORT;MAX_TTL;MIN_IP_PKT_LEN;L4_SRC_PORT;LONGEST_FLOW_PKT;ICMP_IPV4_TYPE;L7_PROTO;IN_BYTES;SHORTEST_FLOW_PKT,MIN_TTL
Reconnaissance,UNSW,59,2556,MIN_TTL;L4_DST_PORT;MAX_TTL;MIN_IP_PKT_LEN;LONGEST_FLOW_PKT;SHORTEST_FLOW_PKT;L4_SRC_PORT;L7_PROTO;ICMP_IPV4_TYPE;SRC_TO_DST_AVG_THROUGHPUT,MIN_TTL
Reconnaissance,UNSW,60,2556,MIN_TTL;L4_DST_PORT;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;LONGEST_FLOW_PKT;SHORTEST_FLOW_PKT;ICMP_IPV4_TYPE;L7_PROTO;NUM_PKTS_UP_TO_128_BYTES,MIN_TTL
Reconnaissance,UNSW,61,2556,MIN_TTL;L4_DST_PORT;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;SHORTEST_FLOW_PKT;LONGEST_FLOW_PKT;L7_PROTO;SRC_TO_DST_SECOND_BYTES;SRC_TO_DST_AVG_THROUGHPUT,MIN_TTL
Reconnaissance,UNSW,62,2556,L4_DST_PORT;MIN_TTL;MAX_TTL;MIN_IP_PKT_LEN;L4_SRC_PORT;LONGEST_FLOW_PKT;SHORTEST_FLOW_PKT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;IN_BYTES,L4_DST_PORT
Reconnaissance,UNSW,63,2556,MIN_TTL;L4_DST_PORT;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;LONGEST_FLOW_PKT;L7_PROTO;SRC_TO_DST_AVG_THROUGHPUT;SHORTEST_FLOW_PKT;ICMP_IPV4_TYPE,MIN_TTL
Reconnaissance,UNSW,64,2556,MIN_TTL;L4_DST_PORT;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;LONGEST_FLOW_PKT;SHORTEST_FLOW_PKT;ICMP_IPV4_TYPE;SRC_TO_DST_AVG_THROUGHPUT;RETRANSMITTED_IN_BYTES,MIN_TTL
Reconnaissance,UNSW,65,2556,L4_DST_PORT;MIN_TTL;MAX_TTL;MIN_IP_PKT_LEN;L4_SRC_PORT;LONGEST_FLOW_PKT;SRC_TO_DST_SECOND_BYTES;ICMP_IPV4_TYPE;IN_BYTES;SHORTEST_FLOW_PKT,L4_DST_PORT
Reconnaissance,UNSW,66,2556,L4_DST_PORT;MIN_TTL;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;LONGEST_FLOW_PKT;SHORTEST_FLOW_PKT;SRC_TO_DST_SECOND_BYTES;ICMP_IPV4_TYPE;IN_BYTES,L4_DST_PORT
Reconnaissance,UNSW,67,2556,MIN_TTL;L4_DST_PORT;MAX_TTL;MIN_IP_PKT_LEN;LONGEST_FLOW_PKT;L4_SRC_PORT;SHORTEST_FLOW_PKT;NUM_PKTS_UP_TO_128_BYTES;ICMP_TYPE;SRC_TO_DST_SECOND_BYTES,MIN_TTL
Reconnaissance,UNSW,68,2556,L4_DST_PORT;MIN_TTL;MIN_IP_PKT_LEN;MAX_TTL;LONGEST_FLOW_PKT;L4_SRC_PORT;ICMP_IPV4_TYPE;ICMP_TYPE;SRC_TO_DST_SECOND_BYTES;DST_TO_SRC_SECOND_BYTES,L4_DST_PORT
Reconnaissance,UNSW,69,2556,L4_DST_PORT;MIN_TTL;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;SHORTEST_FLOW_PKT;LONGEST_FLOW_PKT;L7_PROTO;TCP_FLAGS;SRC_TO_DST_SECOND_BYTES,L4_DST_PORT
Reconnaissance,UNSW,70,2556,MIN_TTL;L4_DST_PORT;MIN_IP_PKT_LEN;MAX_TTL;L4_SRC_PORT;LONGEST_FLOW_PKT;ICMP_TYPE;L7_PROTO;SRC_TO_DST_AVG_THROUGHPUT;SHORTEST_FLOW_PKT,MIN_TTL
Reconnaissance,UNSW,71,2556,MIN_TTL;L4_DST_PORT;MAX_TTL;MIN_IP_PKT_LEN;L4_SRC_PORT;LONGEST_FLOW_PKT;ICMP_IPV4_TYPE;SHORTEST_FLOW_PKT;NUM_PKTS_UP_TO_128_BYTES;SRC_TO_DST_SECOND_BYTES,MIN_TTL
Reconnaissance,ToN,42,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;IN_BYTES;L7_PROTO;SHORTEST_FLOW_PKT;L4_DST_PORT;FLOW_DURATION_MILLISECONDS;TCP_WIN_MAX_IN;CLIENT_TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,43,3000,SRC_TO_DST_AVG_THROUGHPUT;LONGEST_FLOW_PKT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;L4_DST_PORT;SHORTEST_FLOW_PKT;CLIENT_TCP_FLAGS;IN_BYTES;FLOW_DURATION_MILLISECONDS;TCP_FLAGS,SRC_TO_DST_AVG_THROUGHPUT
Reconnaissance,ToN,44,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;SHORTEST_FLOW_PKT;L4_DST_PORT;TCP_WIN_MAX_IN;FLOW_DURATION_MILLISECONDS;IN_BYTES;CLIENT_TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,45,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;SHORTEST_FLOW_PKT;L4_DST_PORT;IN_BYTES;FLOW_DURATION_MILLISECONDS;TCP_WIN_MAX_IN;CLIENT_TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,46,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;IN_BYTES;SHORTEST_FLOW_PKT;L4_DST_PORT;FLOW_DURATION_MILLISECONDS;TCP_FLAGS;CLIENT_TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,47,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;SHORTEST_FLOW_PKT;L4_DST_PORT;TCP_WIN_MAX_IN;FLOW_DURATION_MILLISECONDS;CLIENT_TCP_FLAGS;TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,48,3000,LONGEST_FLOW_PKT;IN_BYTES;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;L4_DST_PORT;SHORTEST_FLOW_PKT;FLOW_DURATION_MILLISECONDS;CLIENT_TCP_FLAGS;TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,49,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;IN_BYTES;L4_DST_PORT;SHORTEST_FLOW_PKT;TCP_WIN_MAX_IN;FLOW_DURATION_MILLISECONDS;TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,50,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;SHORTEST_FLOW_PKT;IN_BYTES;L4_DST_PORT;FLOW_DURATION_MILLISECONDS;CLIENT_TCP_FLAGS;TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,51,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;SHORTEST_FLOW_PKT;L4_DST_PORT;TCP_WIN_MAX_IN;FLOW_DURATION_MILLISECONDS;CLIENT_TCP_FLAGS;IN_BYTES,LONGEST_FLOW_PKT
Reconnaissance,ToN,52,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;SHORTEST_FLOW_PKT;L4_DST_PORT;FLOW_DURATION_MILLISECONDS;CLIENT_TCP_FLAGS;IN_BYTES;TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,53,3000,LONGEST_FLOW_PKT;IN_BYTES;L7_PROTO;SRC_TO_DST_AVG_THROUGHPUT;SHORTEST_FLOW_PKT;SRC_TO_DST_SECOND_BYTES;CLIENT_TCP_FLAGS;FLOW_DURATION_MILLISECONDS;L4_DST_PORT;TCP_WIN_MAX_IN,LONGEST_FLOW_PKT
Reconnaissance,ToN,54,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;SHORTEST_FLOW_PKT;L7_PROTO;L4_DST_PORT;TCP_WIN_MAX_IN;FLOW_DURATION_MILLISECONDS;CLIENT_TCP_FLAGS;TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,55,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;IN_BYTES;L7_PROTO;L4_DST_PORT;SHORTEST_FLOW_PKT;FLOW_DURATION_MILLISECONDS;CLIENT_TCP_FLAGS;TCP_WIN_MAX_IN,LONGEST_FLOW_PKT
Reconnaissance,ToN,56,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;L4_DST_PORT;IN_BYTES;SHORTEST_FLOW_PKT;CLIENT_TCP_FLAGS;TCP_WIN_MAX_IN;FLOW_DURATION_MILLISECONDS,LONGEST_FLOW_PKT
Reconnaissance,ToN,57,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;IN_BYTES;SRC_TO_DST_SECOND_BYTES;L7_PROTO;SHORTEST_FLOW_PKT;L4_DST_PORT;TCP_WIN_MAX_IN;TCP_FLAGS;FLOW_DURATION_MILLISECONDS,LONGEST_FLOW_PKT
Reconnaissance,ToN,58,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;SHORTEST_FLOW_PKT;IN_BYTES;L4_DST_PORT;TCP_WIN_MAX_IN;FLOW_DURATION_MILLISECONDS;CLIENT_TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,59,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;L7_PROTO;SRC_TO_DST_SECOND_BYTES;L4_DST_PORT;SHORTEST_FLOW_PKT;IN_BYTES;TCP_WIN_MAX_IN;CLIENT_TCP_FLAGS;FLOW_DURATION_MILLISECONDS,LONGEST_FLOW_PKT
Reconnaissance,ToN,60,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;SHORTEST_FLOW_PKT;IN_BYTES;L4_DST_PORT;CLIENT_TCP_FLAGS;FLOW_DURATION_MILLISECONDS;TCP_FLAGS,LONGEST_FLOW_PKT
Reconnaissance,ToN,61,3000,LONGEST_FLOW_PKT;SRC_TO_DST_AVG_THROUGHPUT;SRC_TO_DST_SECOND_BYTES;L7_PROTO;SHORTEST_FLOW_PKT;L4_DST_PORT;CLIENT_TCP_FLAGS;FLOW_DURATION_MILLISECONDS;TCP_WIN_MAX_IN;TCP_FLAGS,LONGEST_FLOW_PKT
